participant,Age*,Gender*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,stim_sp_0,stim_sp_1,stim_sp_2,mouse_response_2.x,mouse_response_2.y,mouse_response_2.leftButton,mouse_response_2.midButton,mouse_response_2.rightButton,mouse_response_2.time,key_resp_4.keys,key_resp_4.rt,block_num,stimWord_0,stimWord_1,stimWord_2,stimWord_3,recall_cue_loop.thisRepN,recall_cue_loop.thisTrialN,recall_cue_loop.thisN,recall_cue_loop.thisIndex,recall_cue_loop.ran,respWord_0,respWord_1,respWord_2,respWord_3,correct_words_loop.thisRepN,correct_words_loop.thisTrialN,correct_words_loop.thisN,correct_words_loop.thisIndex,correct_words_loop.ran,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,trials_loop.ran,cond,stim_sp_3,mouse_response.x,mouse_response.y,mouse_response.leftButton,mouse_response.midButton,mouse_response.rightButton,mouse_response.time,resp_sp_0,resp_sp_1,resp_sp_2,resp_sp_3,rest_time_block5.keys,stimWord_4,respWord_4,stim_sp_4,resp_sp_4,stimWord_5,respWord_5,stim_sp_5,resp_sp_5,change_block.thisRepN,change_block.thisTrialN,change_block.thisN,change_block.thisIndex,change_block.ran,change_block.order,trials_loop.order
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,oath,stir,bind,mist,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,wipe,,,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,excel_files/ll_5/odd_62.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,r2_c2,r3_c1,r2_c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,spatial.xlsx,r1_c3,"[-0.21211136334139485,-0.36639513111578204,0.17596306947680307,0.03609957455429497,0.33781346548318475]","[0.09265015538739617,-0.03491116961165417,0.0968123672460621,0.24141691878703656,-0.05366197088355956]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.3314000000059423,0.7819000000058622,1.2644999999999982,1.6820999999939659,2.3144999999999527]",r2_c2_2,r3_c1_2,r2_c4_2,r1_c3_2,,,,r3_c5,r3_c5_2,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,r1_c4,r2_c5,r4_c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,spatial.xlsx,r1_c2,"[0.18158681118314424,0.41302242928231364,-0.3356752071040569,-0.16735641998835088,0.12959999319413493]","[0.24926921034554803,0.07959380064829821,-0.28182711361679497,0.20648586576143385,-0.030698309454771068]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.18270000001791686,0.6990999999940186,1.2485000000000355,1.7799000000060232,2.247800000011921]",r1_c4_2,r2_c5_2,r4_c1_2,r1_c2_2,,,,r3_c4,r3_c4_2,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,4,pile,mild,lump,silk,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,wage,,,,slap,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,pile,mild,silk,lump,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,wage,,,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,excel_files/ll_6/even_37.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,stir,pose,bind,tick,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,mist,,,,dent,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,stir,pose,bind,tick,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,mist,,,,dent,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,excel_files/ll_6/odd_37.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,r3_c5,r4_c2,r1_c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,spatial.xlsx,r2_c4,"[0.41470470459380065,0.01718243517017828,0.35109222263725687,-0.3410565887896323,0.16512611426256077,-0.22101280175306423]","[-0.10440251429231666,-0.2879899332550395,0.2825378962042266,-0.08279369484083772,0.055676922419469206,0.06257226285517119]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.5157000000178869,1.0798000000119146,1.663800000011861,2.263100000023769,2.711999999999989,3.16599999999994]",r3_c5_2,r4_c3_2,r1_c5_2,r3_c1_2,,,,r3_c1,r2_c4_2,,,r2_c2,r2_c2_2,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,r3_c4,r1_c2,r1_c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,spatial.xlsx,r3_c2,"[0.15829225413416734,-0.18395452020233996,0.16111223662884927,0.3534439062183448,-0.14655263149564424,-0.04430271933878647]","[-0.09287814692121657,0.26284114893290367,0.27519208762788694,-0.23485081702036062,-0.14762534662429092,-0.28820879919215964]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.3999000000059141,0.9842999999821131,1.3149000000058777,2.048599999994053,2.5660999999939804,4.396699999988073]",r3_c4_2,r1_c2_2,r1_c4_2,r4_c5_2,,,,r4_c5,r3_c2_2,,,r4_c3,r4_c3_2,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,fold,mild,tune,dash,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,pile,,,,bolt,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,fold,mild,tune,dash,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,pile,,,,fold,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,excel_files/ll_6/even_54.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,wipe,pose,toss,lace,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,stir,,,,oath,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,wipe,pose,toss,lace,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,stir,,,,warn,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,excel_files/ll_6/odd_54.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,r3_c1,r3_c3,r1_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,spatial.xlsx,r4_c4,"[-0.43598594232741594,-0.06483704305738452,-0.02220927876823339,0.17274512193577796,0.17549635332252836,-0.3924193049945553]","[-0.09419688220155491,0.26514923244086813,-0.1003740950573592,-0.06167162334126823,-0.28535622174774616,0.22778528049660657]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.18179999998210405,1.3472999999821695,1.8324999999999818,2.2156999999881464,2.614199999988159,3.364900000005946]",r3_c1_2,r1_c3_2,r3_c3_2,r3_c4_2,,,,r2_c4,r4_c4_2,,,r1_c1,r1_c1_2,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,r3_c2,r2_c5,r4_c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,spatial.xlsx,r1_c4,"[-0.2273638213666177,0.32351244365376824,0.37506875110793153,-0.1602438952973055,0.19032908336076781,0.05378671210241086,0.04141586526286467]","[-0.04264225642916836,0.1111838218651869,-0.23894066710139789,0.23818262430991693,-0.07645731575098764,-0.07696191920646779,0.03535429275982577]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.19669999998802723,0.9811999999881209,1.4801999999880309,2.2321999999880973,2.679599999994025,3.0127999999821213,3.8640000000000327]",r3_c2_2,r2_c5_2,r4_c5_2,r1_c2_2,,,,r3_c4,r3_c4_2,,,r2_c3,r3_c3_2,,,,,,,
eb_earlgrey,26,Male,2023-04-18_14h30.48.892,spatial_word_isr,2022.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,0,0,0,0,1,excel_files/ll_6/odd_12.xlsx,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,14,7
